Value, Timestamp, Time Difference (ms)
1.1824949850701068, 14:13:58.694, 100
1.1824949851199194, 14:13:58.794, 100
1.1824949850283408, 14:13:58.894, 100
1.1824949850781532, 14:13:58.994, 100
1.1824949851279658, 14:13:59.094, 100
1.1824949850363873, 14:13:59.194, 100
1.1824949850861999, 14:13:59.294, 100
1.1824949851360125, 14:13:59.394, 100
1.1824949850444337, 14:13:59.494, 100
1.1824949850942463, 14:13:59.594, 100
1.182494985144059, 14:13:59.694, 100
1.1824949850524804, 14:13:59.794, 100
1.182494985102293, 14:13:59.894, 100
1.1824949851521054, 14:13:59.994, 100
1.1824949850605269, 14:14:00.094, 100
1.1824949851103397, 14:14:00.194, 100
1.182494985160152, 14:14:00.294, 100
1.1824949850685735, 14:14:00.394, 100
1.1824949851183861, 14:14:00.494, 100
1.1824949850268076, 14:14:00.594, 100
1.1824949850766202, 14:14:00.694, 100
1.1824949851264326, 14:14:00.794, 100
1.182494985034854, 14:14:00.894, 100
1.1824949850846667, 14:14:00.994, 100
1.1824949851344793, 14:14:01.094, 100
1.1824949850429007, 14:14:01.194, 100
1.1824949850927133, 14:14:01.294, 100
1.1824949851425257, 14:14:01.394, 100
1.1824949850509472, 14:14:01.494, 100
1.1824949851007598, 14:14:01.594, 100
1.1824949851505724, 14:14:01.694, 100
1.1824949850589939, 14:14:01.794, 100
1.1824949851088065, 14:14:01.894, 100
1.1824949851586188, 14:14:01.994, 100
1.1824949850670405, 14:14:02.094, 100
1.182494985116853, 14:14:02.194, 100
1.1824949850252744, 14:14:02.294, 100
1.182494985075087, 14:14:02.394, 100
1.1824949851248996, 14:14:02.494, 100
1.182494985033321, 14:14:02.594, 100
1.1824949850831337, 14:14:02.694, 100
1.182494985132946, 14:14:02.794, 100
1.1824949850413675, 14:14:02.894, 100
1.1824949850911801, 14:14:02.994, 100
1.1824949851409927, 14:14:03.094, 100
1.1824949850494142, 14:14:03.194, 100
1.1824949850992268, 14:14:03.294, 100
1.1824949851490392, 14:14:03.394, 100
1.1824949850574609, 14:14:03.494, 100
1.1824949851072732, 14:14:03.594, 100
1.1824949851570858, 14:14:03.694, 100
1.1824949850655073, 14:14:03.794, 100
1.1824949851153197, 14:14:03.894, 100
1.1824949850237414, 14:14:03.994, 100
1.182494985073554, 14:14:04.094, 100
1.1824949851233664, 14:14:04.194, 100
1.1824949850317878, 14:14:04.294, 100
1.1824949850816004, 14:14:04.394, 100
1.182494985131413, 14:14:04.494, 100
1.1824949850398345, 14:14:04.594, 100
1.182494985089647, 14:14:04.694, 100
1.1824949851394595, 14:14:04.794, 100
1.1824949850478812, 14:14:04.894, 100
1.1824949850976936, 14:14:04.994, 100
1.1824949851475062, 14:14:05.094, 100
1.1824949850559276, 14:14:05.194, 100
1.18249498510574, 14:14:05.294, 100
1.1824949851555526, 14:14:05.394, 100
1.182494985063974, 14:14:05.494, 100
1.1824949851137867, 14:14:05.594, 100
1.1824949850222082, 14:14:05.694, 100
1.1824949850720206, 14:14:05.794, 100
1.1824949851218332, 14:14:05.894, 100
1.1824949850302549, 14:14:05.994, 100
1.1824949850800672, 14:14:06.094, 100
1.1824949851298798, 14:14:06.194, 100
1.1824949850383013, 14:14:06.294, 100
1.182494985088114, 14:14:06.394, 100
1.1824949851379265, 14:14:06.494, 100
1.1824949850463478, 14:14:06.594, 100
1.1824949850961604, 14:14:06.694, 100
1.182494985145973, 14:14:06.794, 100
1.1824949850543944, 14:14:06.894, 100
1.182494985104207, 14:14:06.994, 100
1.1824949851540194, 14:14:07.094, 100
1.1824949850624409, 14:14:07.194, 100
1.1824949851122535, 14:14:07.294, 100
1.182494985162066, 14:14:07.394, 100
1.1824949850704876, 14:14:07.494, 100
1.1824949851203002, 14:14:07.594, 100
1.1824949850287216, 14:14:07.694, 100
1.1824949850785342, 14:14:07.794, 100
1.1824949851283466, 14:14:07.894, 100
1.182494985036768, 14:14:07.994, 100
1.1824949850865807, 14:14:08.094, 100
1.1824949851363933, 14:14:08.194, 100
1.1824949850448148, 14:14:08.294, 100
1.1824949850946274, 14:14:08.394, 100
1.1824949851444397, 14:14:08.494, 100
1.1824949850528612, 14:14:08.594, 100
1.1824949851026738, 14:14:08.694, 100
1.1824949851524864, 14:14:08.794, 100
1.1824949850609079, 14:14:08.894, 100
1.1824949851107205, 14:14:08.994, 100
1.1824949851605329, 14:14:09.094, 100
1.1824949850689546, 14:14:09.194, 100
1.182494985118767, 14:14:09.294, 100
1.1824949850271884, 14:14:09.394, 100
1.182494985077001, 14:14:09.494, 100
1.1824949851268136, 14:14:09.594, 100
1.182494985035235, 14:14:09.694, 100
1.1824949850850477, 14:14:09.794, 100
1.18249498513486, 14:14:09.894, 100
1.1824949850432815, 14:14:09.994, 100
1.1824949850930941, 14:14:10.094, 100
1.1824949851429065, 14:14:10.194, 100
1.1824949850513282, 14:14:10.294, 100
1.1824949851011408, 14:14:10.394, 100
1.1824949851509532, 14:14:10.494, 100
1.1824949850593747, 14:14:10.594, 100
1.1824949851091873, 14:14:10.694, 100
1.1824949851589999, 14:14:10.794, 100
1.1824949850674213, 14:14:10.894, 100
1.1824949851172337, 14:14:10.994, 100
1.1824949850256554, 14:14:11.094, 100
1.182494985075468, 14:14:11.194, 100
1.1824949851252804, 14:14:11.294, 100
1.1824949850337019, 14:14:11.394, 100
1.1824949850835145, 14:14:11.494, 100
1.1824949851333268, 14:14:11.594, 100
1.1824949850417485, 14:14:11.694, 100
1.182494985091561, 14:14:11.794, 100
1.1824949851413735, 14:14:11.894, 100
1.182494985049795, 14:14:11.994, 100
1.1824949850996076, 14:14:12.094, 100
1.1824949851494202, 14:14:12.194, 100
1.1824949850578417, 14:14:12.294, 100
1.182494985107654, 14:14:12.394, 100
1.1824949851574666, 14:14:12.494, 100
1.1824949850658881, 14:14:12.594, 100
1.1824949851157007, 14:14:12.694, 100
1.1824949850241222, 14:14:12.794, 100
1.1824949850739346, 14:14:12.894, 100
1.1824949851237472, 14:14:12.994, 100
1.1824949850321689, 14:14:13.094, 100
1.1824949850819813, 14:14:13.194, 100
1.1824949851317939, 14:14:13.294, 100
1.1824949850402153, 14:14:13.394, 100
1.1824949850900277, 14:14:13.494, 100
1.1824949851398405, 14:14:13.594, 100
1.1824949850482618, 14:14:13.694, 100
1.1824949850980744, 14:14:13.794, 100
1.182494985147887, 14:14:13.894, 100
1.1824949850563085, 14:14:13.994, 100
1.182494985106121, 14:14:14.094, 100
1.1824949851559334, 14:14:14.194, 100
1.182494985064355, 14:14:14.294, 100
1.1824949851141675, 14:14:14.394, 100
1.182494985022589, 14:14:14.494, 100
1.1824949850724016, 14:14:14.594, 100
1.1824949851222142, 14:14:14.694, 100
1.1824949850306357, 14:14:14.794, 100
1.182494985080448, 14:14:14.894, 100
1.1824949851302606, 14:14:14.994, 100
1.1824949850386821, 14:14:15.094, 100
1.1824949850884947, 14:14:15.194, 100
1.1824949851383073, 14:14:15.294, 100
1.1824949850467288, 14:14:15.394, 100
1.1824949850965414, 14:14:15.494, 100
1.1824949851463538, 14:14:15.594, 100
1.1824949850547752, 14:14:15.694, 100
1.1824949851045878, 14:14:15.794, 100
1.1824949851544004, 14:14:15.894, 100
1.182494985062822, 14:14:15.994, 100
1.1824949851126345, 14:14:16.094, 100
1.1824949851624469, 14:14:16.194, 100
1.1824949850708684, 14:14:16.294, 100
1.182494985120681, 14:14:16.394, 100
1.1824949850291024, 14:14:16.494, 100
1.182494985078915, 14:14:16.594, 100
1.1824949851287276, 14:14:16.694, 100
1.182494985037149, 14:14:16.794, 100
1.1824949850869617, 14:14:16.894, 100
1.182494985136774, 14:14:16.994, 100
1.1824949850451956, 14:14:17.094, 100
1.1824949850950082, 14:14:17.194, 100
1.1824949851448205, 14:14:17.294, 100
1.1824949850532422, 14:14:17.394, 100
1.1824949851030548, 14:14:17.494, 100
1.1824949851528672, 14:14:17.594, 100
1.1824949850612887, 14:14:17.694, 100
1.1824949851111013, 14:14:17.794, 100
1.182494985160914, 14:14:17.894, 100
1.1824949850693354, 14:14:17.994, 100
1.1824949851191477, 14:14:18.094, 100
1.1824949850275692, 14:14:18.194, 100
1.182494985077382, 14:14:18.294, 100
1.1824949851271944, 14:14:18.394, 100
1.182494985035616, 14:14:18.494, 100
1.1824949850854285, 14:14:18.594, 100
1.1824949851352409, 14:14:18.694, 100
1.1824949850436626, 14:14:18.794, 100
1.182494985093475, 14:14:18.894, 100
1.1824949851432875, 14:14:18.994, 100
1.182494985051709, 14:14:19.094, 100
1.1824949851015214, 14:14:19.194, 100
1.182494985151334, 14:14:19.294, 100
1.1824949850597557, 14:14:19.394, 100
1.182494985109568, 14:14:19.494, 100
1.1824949851593807, 14:14:19.594, 100
1.1824949850678022, 14:14:19.694, 100
1.1824949851176147, 14:14:19.794, 100
1.1824949850260362, 14:14:19.894, 100
1.1824949850758486, 14:14:19.994, 100
1.1824949851256612, 14:14:20.094, 100
1.182494985034083, 14:14:20.194, 100
1.1824949850838953, 14:14:20.294, 100
1.1824949851337079, 14:14:20.394, 100
1.1824949850421294, 14:14:20.494, 100
1.1824949850919417, 14:14:20.594, 100
1.1824949851417543, 14:14:20.694, 100
1.1824949850501758, 14:14:20.794, 100
1.1824949850999884, 14:14:20.894, 100
1.182494985149801, 14:14:20.994, 100
1.1824949850582225, 14:14:21.094, 100
1.182494985108035, 14:14:21.194, 100
1.1824949851578475, 14:14:21.294, 100
1.182494985066269, 14:14:21.394, 100
1.1824949851160815, 14:14:21.494, 100
1.182494985024503, 14:14:21.594, 100
1.1824949850743156, 14:14:21.694, 100
1.1824949851241282, 14:14:21.794, 100
1.1824949850325497, 14:14:21.894, 100
1.182494985082362, 14:14:21.994, 100
1.1824949851321747, 14:14:22.094, 100
1.1824949850405961, 14:14:22.194, 100
1.1824949850904087, 14:14:22.294, 100
1.1824949851402213, 14:14:22.394, 100
1.1824949850486428, 14:14:22.494, 100
1.1824949850984554, 14:14:22.594, 100
1.1824949851482678, 14:14:22.694, 100
1.1824949850566893, 14:14:22.794, 100
1.1824949851065019, 14:14:22.894, 100
1.1824949851563145, 14:14:22.994, 100
1.182494985064736, 14:14:23.094, 100
1.1824949851145485, 14:14:23.194, 100
1.18249498502297, 14:14:23.294, 100
1.1824949850727824, 14:14:23.394, 100
1.182494985122595, 14:14:23.494, 100
1.1824949850310165, 14:14:23.594, 100
1.182494985080829, 14:14:23.694, 100
1.1824949851306417, 14:14:23.794, 100
1.182494985039063, 14:14:23.894, 100
1.1824949850888755, 14:14:23.994, 100
1.1824949851386881, 14:14:24.094, 100
1.1824949850471096, 14:14:24.194, 100
1.1824949850969222, 14:14:24.294, 100
1.1824949851467346, 14:14:24.394, 100
1.1824949850551563, 14:14:24.494, 100
1.1824949851049689, 14:14:24.594, 100
1.1824949851547812, 14:14:24.694, 100
1.1824949850632027, 14:14:24.794, 100
1.1824949851130153, 14:14:24.894, 100
1.1824949851628277, 14:14:24.994, 100
1.1824949850712494, 14:14:25.094, 100
1.1824949851210618, 14:14:25.194, 100
1.1824949850294832, 14:14:25.294, 100
1.1824949850792958, 14:14:25.394, 100
1.1824949851291084, 14:14:25.494, 100
1.18249498503753, 14:14:25.594, 100
1.1824949850873425, 14:14:25.694, 100
1.182494985137155, 14:14:25.794, 100
1.1824949850455766, 14:14:25.894, 100
1.182494985095389, 14:14:25.994, 100
1.1824949851452016, 14:14:26.094, 100
1.182494985053623, 14:14:26.194, 100
1.1824949851034354, 14:14:26.294, 100
1.182494985153248, 14:14:26.394, 100
1.1824949850616697, 14:14:26.494, 100
1.182494985111482, 14:14:26.594, 100
1.1824949851612947, 14:14:26.694, 100
1.1824949850697162, 14:14:26.794, 100
1.1824949851195286, 14:14:26.894, 100
1.1824949850279503, 14:14:26.994, 100
1.1824949850777626, 14:14:27.094, 100
1.1824949851275752, 14:14:27.194, 100
1.1824949850359967, 14:14:27.294, 100
1.1824949850858093, 14:14:27.394, 100
1.182494985135622, 14:14:27.494, 100
1.1824949850440434, 14:14:27.594, 100
1.1824949850938558, 14:14:27.694, 100
1.1824949851436684, 14:14:27.794, 100
1.1824949850520898, 14:14:27.894, 100
1.1824949851019024, 14:14:27.994, 100
1.182494985151715, 14:14:28.094, 100
1.1824949850601365, 14:14:28.194, 100
1.1824949851099489, 14:14:28.294, 100
1.1824949851597615, 14:14:28.394, 100
1.182494985068183, 14:14:28.494, 100
1.1824949851179956, 14:14:28.594, 100
1.182494985026417, 14:14:28.694, 100
1.1824949850762296, 14:14:28.794, 100
1.1824949851260422, 14:14:28.894, 100
1.1824949850344637, 14:14:28.994, 100
1.182494985084276, 14:14:29.094, 100
1.1824949851340887, 14:14:29.194, 100
1.1824949850425102, 14:14:29.294, 100
1.1824949850923228, 14:14:29.394, 100
1.1824949851421354, 14:14:29.494, 100
1.1824949850505568, 14:14:29.594, 100
1.1824949851003692, 14:14:29.694, 100
1.1824949851501818, 14:14:29.794, 100
1.1824949850586033, 14:14:29.894, 100
1.1824949851084159, 14:14:29.994, 100
1.1824949851582285, 14:14:30.094, 100
1.1824949850666497, 14:14:30.194, 100
1.1824949851164626, 14:14:30.294, 100
1.182494985024884, 14:14:30.394, 100
1.1824949850746964, 14:14:30.494, 100
1.182494985124509, 14:14:30.594, 100
1.1824949850329305, 14:14:30.694, 100
1.182494985082743, 14:14:30.794, 100
1.1824949851325557, 14:14:30.894, 100
1.182494985040977, 14:14:30.994, 100
1.1824949850907895, 14:14:31.094, 100
1.1824949851406021, 14:14:31.194, 100
1.1824949850490236, 14:14:31.294, 100
1.1824949850988362, 14:14:31.394, 100
1.1824949851486486, 14:14:31.494, 100
1.18249498505707, 14:14:31.594, 100
1.182494985106883, 14:14:31.694, 100
1.1824949851566953, 14:14:31.794, 100
1.1824949850651167, 14:14:31.894, 100
1.1824949851149293, 14:14:31.994, 100
1.1824949850233508, 14:14:32.094, 100
1.1824949850731634, 14:14:32.194, 100
1.1824949851229758, 14:14:32.294, 100
1.1824949850313973, 14:14:32.394, 100
1.1824949850812099, 14:14:32.494, 100
1.1824949851310222, 14:14:32.594, 100
1.182494985039444, 14:14:32.694, 100
1.1824949850892565, 14:14:32.794, 100
1.182494985139069, 14:14:32.894, 100
1.1824949850474904, 14:14:32.994, 100
1.182494985097303, 14:14:33.094, 100
1.1824949851471156, 14:14:33.194, 100
1.182494985055537, 14:14:33.294, 100
1.1824949851053494, 14:14:33.394, 100
1.182494985155162, 14:14:33.494, 100
1.1824949850635837, 14:14:33.594, 100
1.1824949851133961, 14:14:33.694, 100
1.1824949850218176, 14:14:33.794, 100
1.1824949850716302, 14:14:33.894, 100
1.1824949851214426, 14:14:33.994, 100
1.1824949850298643, 14:14:34.094, 100
1.1824949850796767, 14:14:34.194, 100
1.1824949851294893, 14:14:34.294, 100
1.1824949850379107, 14:14:34.394, 100
1.1824949850877233, 14:14:34.494, 100
1.182494985137536, 14:14:34.594, 100
1.1824949850459574, 14:14:34.694, 100
1.1824949850957698, 14:14:34.794, 100
1.1824949851455824, 14:14:34.894, 100
1.1824949850540039, 14:14:34.994, 100
1.1824949851038165, 14:14:35.094, 100
1.182494985153629, 14:14:35.194, 100
1.1824949850620505, 14:14:35.294, 100
1.182494985111863, 14:14:35.394, 100
1.1824949851616755, 14:14:35.494, 100
1.182494985070097, 14:14:35.594, 100
1.1824949851199096, 14:14:35.694, 100
1.182494985028331, 14:14:35.794, 100
1.1824949850781437, 14:14:35.894, 100
1.1824949851279563, 14:14:35.994, 100
1.1824949850363777, 14:14:36.094, 100
1.18249498508619, 14:14:36.194, 100
1.1824949851360027, 14:14:36.294, 100
1.1824949850444242, 14:14:36.394, 100
1.1824949850942368, 14:14:36.494, 100
1.1824949851440494, 14:14:36.594, 100
1.1824949850524709, 14:14:36.694, 100
1.1824949851022832, 14:14:36.794, 100
1.1824949851520958, 14:14:36.894, 100
1.1824949850605173, 14:14:36.994, 100
1.18249498511033, 14:14:37.094, 100
1.1824949851601425, 14:14:37.194, 100
1.1824949850685638, 14:14:37.294, 100
1.1824949851183764, 14:14:37.394, 100
1.182494985026798, 14:14:37.494, 100
1.1824949850766104, 14:14:37.594, 100
1.182494985126423, 14:14:37.694, 100
1.1824949850348445, 14:14:37.794, 100
1.1824949850846571, 14:14:37.894, 100
1.1824949851344697, 14:14:37.994, 100
1.182494985042891, 14:14:38.094, 100
1.1824949850927036, 14:14:38.194, 100
1.1824949851425162, 14:14:38.294, 100
1.1824949850509376, 14:14:38.394, 100
1.1824949851007502, 14:14:38.494, 100
1.1824949851505626, 14:14:38.594, 100
1.182494985058984, 14:14:38.694, 100
1.1824949851087967, 14:14:38.794, 100
1.182494985158609, 14:14:38.894, 100
1.1824949850670308, 14:14:38.994, 100
1.1824949851168434, 14:14:39.094, 100
1.1824949850252646, 14:14:39.194, 100
1.1824949850750774, 14:14:39.294, 100
1.1824949851248898, 14:14:39.394, 100
1.1824949850333113, 14:14:39.494, 100
1.182494985083124, 14:14:39.594, 100
1.1824949851329363, 14:14:39.694, 100
1.182494985041358, 14:14:39.794, 100
1.1824949850911706, 14:14:39.894, 100
1.182494985140983, 14:14:39.994, 100
1.1824949850494044, 14:14:40.094, 100
1.182494985099217, 14:14:40.194, 100
1.1824949851490294, 14:14:40.294, 100
1.182494985057451, 14:14:40.394, 100
1.1824949851072635, 14:14:40.494, 100
1.182494985157076, 14:14:40.594, 100
1.1824949850654976, 14:14:40.694, 100
1.1824949851153101, 14:14:40.794, 100
1.1824949850237316, 14:14:40.894, 100
1.1824949850735442, 14:14:40.994, 100
1.1824949851233566, 14:14:41.094, 100
1.1824949850317783, 14:14:41.194, 100
1.1824949850815907, 14:14:41.294, 100
1.1824949851314033, 14:14:41.394, 100
1.1824949850398248, 14:14:41.494, 100
1.1824949850896374, 14:14:41.594, 100
1.1824949851394497, 14:14:41.694, 100
1.1824949850478714, 14:14:41.794, 100
1.1824949850976838, 14:14:41.894, 100
1.1824949851474964, 14:14:41.994, 100
1.1824949850559179, 14:14:42.094, 100
1.1824949851057305, 14:14:42.194, 100
1.182494985155543, 14:14:42.294, 100
1.1824949850639646, 14:14:42.394, 100
1.182494985113777, 14:14:42.494, 100
1.1824949850221986, 14:14:42.594, 100
1.182494985072011, 14:14:42.694, 100
1.1824949851218236, 14:14:42.794, 100
1.182494985030245, 14:14:42.894, 100
1.1824949850800577, 14:14:42.994, 100
1.18249498512987, 14:14:43.094, 100
1.1824949850382918, 14:14:43.194, 100
1.1824949850881041, 14:14:43.294, 100
1.1824949851379167, 14:14:43.394, 100
1.1824949850463382, 14:14:43.494, 100
1.1824949850961508, 14:14:43.594, 100
1.1824949851459634, 14:14:43.694, 100
1.1824949850543849, 14:14:43.794, 100
1.1824949851041973, 14:14:43.894, 100
1.1824949851540099, 14:14:43.994, 100
1.1824949850624313, 14:14:44.094, 100
1.182494985112244, 14:14:44.194, 100
1.1824949851620565, 14:14:44.294, 100
1.1824949850704778, 14:14:44.394, 100
1.1824949851202904, 14:14:44.494, 100
1.182494985028712, 14:14:44.594, 100
1.1824949850785245, 14:14:44.694, 100
1.182494985128337, 14:14:44.794, 100
1.1824949850367585, 14:14:44.894, 100
1.182494985086571, 14:14:44.994, 100
1.1824949851363837, 14:14:45.094, 100
1.182494985044805, 14:14:45.194, 100
1.1824949850946176, 14:14:45.294, 100
1.1824949851444302, 14:14:45.394, 100
1.1824949850528517, 14:14:45.494, 100
1.1824949851026643, 14:14:45.594, 100
1.1824949851524766, 14:14:45.694, 100
1.1824949850608981, 14:14:45.794, 100
1.1824949851107107, 14:14:45.894, 100
1.182494985160523, 14:14:45.994, 100
1.1824949850689448, 14:14:46.094, 100
1.1824949851187574, 14:14:46.194, 100
1.1824949850271786, 14:14:46.294, 100
1.1824949850769912, 14:14:46.394, 100
1.1824949851268038, 14:14:46.494, 100
1.1824949850352253, 14:14:46.594, 100
1.182494985085038, 14:14:46.694, 100
1.1824949851348503, 14:14:46.794, 100
1.182494985043272, 14:14:46.894, 100
1.1824949850930846, 14:14:46.994, 100
1.182494985142897, 14:14:47.094, 100
1.1824949850513184, 14:14:47.194, 100
1.182494985101131, 14:14:47.294, 100
1.1824949851509434, 14:14:47.394, 100
1.1824949850593651, 14:14:47.494, 100
1.1824949851091775, 14:14:47.594, 100
1.18249498515899, 14:14:47.694, 100
1.1824949850674116, 14:14:47.794, 100
1.1824949851172242, 14:14:47.894, 100
1.1824949850256457, 14:14:47.994, 100
1.1824949850754582, 14:14:48.094, 100
1.1824949851252706, 14:14:48.194, 100
1.182494985033692, 14:14:48.294, 100
1.1824949850835047, 14:14:48.394, 100
1.1824949851333173, 14:14:48.494, 100
1.1824949850417388, 14:14:48.594, 100
1.1824949850915514, 14:14:48.694, 100
1.1824949851413638, 14:14:48.794, 100
1.1824949850497855, 14:14:48.894, 100
1.1824949850995978, 14:14:48.994, 100
1.1824949851494104, 14:14:49.094, 100
1.182494985057832, 14:14:49.194, 100
1.1824949851076445, 14:14:49.294, 100
1.182494985157457, 14:14:49.394, 100
1.1824949850658786, 14:14:49.494, 100
1.182494985115691, 14:14:49.594, 100
1.1824949850241124, 14:14:49.694, 100
1.182494985073925, 14:14:49.794, 100
1.1824949851237376, 14:14:49.894, 100
1.182494985032159, 14:14:49.994, 100
1.1824949850819717, 14:14:50.094, 100
1.182494985131784, 14:14:50.194, 100
1.1824949850402058, 14:14:50.294, 100
1.1824949850900182, 14:14:50.394, 100
1.1824949851398308, 14:14:50.494, 100
1.1824949850482522, 14:14:50.594, 100
1.1824949850980646, 14:14:50.694, 100
1.1824949851478772, 14:14:50.794, 100
1.182494985056299, 14:14:50.894, 100
1.1824949851061113, 14:14:50.994, 100
1.1824949851559239, 14:14:51.094, 100
1.1824949850643454, 14:14:51.194, 100
1.182494985114158, 14:14:51.294, 100
1.1824949850225794, 14:14:51.394, 100
1.1824949850723918, 14:14:51.494, 100
1.1824949851222044, 14:14:51.594, 100
1.1824949850306261, 14:14:51.694, 100
1.1824949850804385, 14:14:51.794, 100
1.182494985130251, 14:14:51.894, 100
1.1824949850386726, 14:14:51.994, 100
1.182494985088485, 14:14:52.094, 100
1.1824949851382975, 14:14:52.194, 100
1.182494985046719, 14:14:52.294, 100
1.1824949850965316, 14:14:52.394, 100
1.1824949851463442, 14:14:52.494, 100
1.1824949850547655, 14:14:52.594, 100
1.1824949851045783, 14:14:52.694, 100
1.1824949851543907, 14:14:52.794, 100
1.1824949850628121, 14:14:52.894, 100
1.1824949851126247, 14:14:52.994, 100
1.1824949851624371, 14:14:53.094, 100
1.1824949850708588, 14:14:53.194, 100
1.1824949851206714, 14:14:53.294, 100
1.1824949850290927, 14:14:53.394, 100
1.1824949850789053, 14:14:53.494, 100
1.1824949851287179, 14:14:53.594, 100
1.1824949850371393, 14:14:53.694, 100
1.182494985086952, 14:14:53.794, 100
1.1824949851367643, 14:14:53.894, 100
1.1824949850451858, 14:14:53.994, 100
1.1824949850949984, 14:14:54.094, 100
1.182494985144811, 14:14:54.194, 100
1.1824949850532325, 14:14:54.294, 100
1.182494985103045, 14:14:54.394, 100
1.1824949851528574, 14:14:54.494, 100
1.1824949850612791, 14:14:54.594, 100
1.1824949851110915, 14:14:54.694, 100
1.1824949851609041, 14:14:54.794, 100
1.1824949850693256, 14:14:54.894, 100
1.1824949851191382, 14:14:54.994, 100
1.1824949850275597, 14:14:55.094, 100
1.1824949850773723, 14:14:55.194, 100
1.1824949851271847, 14:14:55.294, 100
1.1824949850356061, 14:14:55.394, 100
1.1824949850854187, 14:14:55.494, 100
1.1824949851352313, 14:14:55.594, 100
1.1824949850436528, 14:14:55.694, 100
1.1824949850934654, 14:14:55.794, 100
1.1824949851432778, 14:14:55.894, 100
1.1824949850516995, 14:14:55.994, 100
1.1824949851015119, 14:14:56.094, 100
1.1824949851513245, 14:14:56.194, 100
1.182494985059746, 14:14:56.294, 100
1.1824949851095585, 14:14:56.394, 100
1.182494985159371, 14:14:56.494, 100
1.1824949850677926, 14:14:56.594, 100
1.182494985117605, 14:14:56.694, 100
1.1824949850260265, 14:14:56.794, 100
1.182494985075839, 14:14:56.894, 100
1.1824949851256514, 14:14:56.994, 100
1.1824949850340731, 14:14:57.094, 100
1.1824949850838857, 14:14:57.194, 100
1.182494985133698, 14:14:57.294, 100
1.1824949850421196, 14:14:57.394, 100
1.1824949850919322, 14:14:57.494, 100
1.1824949851417448, 14:14:57.594, 100
1.1824949850501663, 14:14:57.694, 100
1.1824949850999786, 14:14:57.794, 100
1.1824949851497912, 14:14:57.894, 100
1.182494985058213, 14:14:57.994, 100
1.1824949851080253, 14:14:58.094, 100
1.182494985157838, 14:14:58.194, 100
1.1824949850662594, 14:14:58.294, 100
1.1824949851160718, 14:14:58.394, 100
1.1824949850244935, 14:14:58.494, 100
1.1824949850743058, 14:14:58.594, 100
1.1824949851241184, 14:14:58.694, 100
1.18249498503254, 14:14:58.794, 100
1.1824949850823525, 14:14:58.894, 100
1.182494985132165, 14:14:58.994, 100
1.1824949850405866, 14:14:59.094, 100
1.182494985090399, 14:14:59.194, 100
1.1824949851402116, 14:14:59.294, 100
1.182494985048633, 14:14:59.394, 100
1.1824949850984456, 14:14:59.494, 100
1.1824949851482582, 14:14:59.594, 100
1.1824949850566795, 14:14:59.694, 100
1.182494985106492, 14:14:59.794, 100
1.1824949851563047, 14:14:59.894, 100
1.1824949850647262, 14:14:59.994, 100
1.1824949851145388, 14:15:00.094, 100
